시간,일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),지면온도(°C),시정(10m),전력거래량
15,1,1.04,0,0,0.3,1739,5.44708
16,1,0.74,1,0,-0.1,1839,2.747221
17,1,0.39,0,0,-1.8,2000,0.38354
18,0.4,0.06,0,0,-3.7,1988,0.07952
19,0,0,1.3333,6,-4.8,1887,0.04752
20,0,0,2.6667,3,-5.9,1858,0
21,0,0,4,0,-6.6,1878,0
22,0,0,5.6667,9,-6.1,1804,0
23,0,0,7.3333,10,-6,1760,0
0,0,0,9,9,-5.9,1972,0
1,0,0,9.3333,10,-6,1853,0
2,0,0,9.6667,10,-6,1627,0
3,0,0,10,10,-5.8,1573,0
4,0,0,10,10,-5.7,1966,0
5,0,0,10,10,-5.8,2000,0
6,0,0,7,0,-6.6,2000,0
7,0,0,4,0,-6.9,2000,0.003206
8,0,0,4,0,-7.1,1943,0.629868
9,0.4,0.17,1,1,-6.1,1923,2.754955
10,1,0.53,0,0,-3.4,1940,5.406213
11,1,0.85,0,0,-0.9,1887,6.896097
12,1,1.07,0,0,0,1756,7.571299
13,1,1.16,0,0,0.6,1866,6.883062
14,1,1.09,0,0,0.7,1992,4.351543
15,0.8,0.7,2,2,-0.1,2000,3.183585
16,0.7,0.52,2,0,0,2000,1.575739
17,0.7,0.25,6,0,-0.5,2000,0.299281
18,0,0.04,3,0,-1.8,2000,0.07936
19,0,0,3,8,-3.5,2000,0.01
20,0,0,3,0,-4.9,2000,0
21,0,0,3,0,-5.7,2000,0
22,0,0,2,0,-6.7,1997,0
23,0,0,1,0,-7.3,1981,0
0,0,0,0,0,-7.9,1976,0
1,0,0,0,0,-8.4,1934,0
2,0,0,0,0,-8.9,1808,0
3,0,0,0,0,-9.1,1963,0
4,0,0,0,0,-9.4,1967,0
5,0,0,0,0,-9.7,1921,0
6,0,0,0,0,-10,1967,0
7,0,0,0,0,-10.2,2000,0.005296
8,0,0.01,1,0,-10.3,1998,0.661899
9,0.5,0.17,1,1,-9.1,1975,3.174474
10,1,0.59,0,0,-5.9,1893,6.142275
11,1,0.91,0,0,-2.9,1761,7.858264
12,1,1.17,0,0,-1.2,1903,8.604276
13,1,1.28,0,0,-0.3,1963,8.528448
14,1,1.25,0,0,0.2,1956,7.495719
15,1,1.06,0,0,0.2,1927,5.626967
16,1,0.78,0,0,-0.2,1926,2.89725
17,1,0.4,0,0,-2.1,1978,0.434812
18,0.4,0.06,0,0,-3.8,2000,0.07936
19,0,0,0,0,-5.1,2000,0.06184
20,0,0,0,0,-5.9,2000,0
21,0,0,0,0,-6.7,1905,0.00336
22,0,0,0,0,-7.5,1985,0
23,0,0,0,0,-8.2,2000,0
0,0,0,0,0,-8.8,2000,0
1,0,0,0,0,-9.4,2000,0
2,0,0,0,0,-9.6,2000,0
3,0,0,0,0,-9.9,2000,0
4,0,0,0,0,-10.2,1986,0
5,0,0,0,0,-10.4,1979,0
6,0,0,0,0,-10.6,2000,0
7,0,0,0,0,-10.8,1984,0.007985
8,0,0.01,0,0,-10.8,1963,0.796665
9,0.5,0.2,1,0,-9.1,1624,2.829483
10,1,0.55,3,0,-5.1,1705,5.493504
11,1,0.79,5,3,-1.7,1912,6.397482
12,0.9,1.01,7,5,-0.1,1900,7.264861
13,1,1.18,4,4,0.9,1893,3.706419
14,0.4,0.72,8,8,0.9,1437,3.125181
15,0.8,0.64,9,9,0.8,1891,1.519729
16,0,0.25,10,7,0,233,0.490314
17,0,0.06,10,7,0,174,0.08082
18,0,0,10,7,-0.1,202,0.0408
19,0,0,10,7,0,167,0
20,0,0,10,7,-0.1,270,0
21,0,0,10,6,-0.2,508,0
22,0,0,9,9,-0.4,1006,0
23,0,0,9,9,-0.6,1093,0
0,0,0,9,9,-0.9,1113,0
1,0,0,9,9,-1.1,1141,0
2,0,0,8.5,5,-1.3,1097,0
3,0,0,8,8,-2,977,0
4,0,0,7,4,-2.2,877,0
5,0,0,4,0,-2.6,946,0
6,0,0,8,0,-2.7,1215,0
7,0,0,9,0,-2.8,953,0
8,0,0,8,0,-2.8,915,0.028628
9,0.3,0.1,8,0,-2.2,916,0.15584
10,0.6,0.22,9,0,-1.3,1286,0.283249
11,0.2,0.56,9,0,-0.7,1906,0.40101
12,0.2,0.64,9,0,-0.3,1921,0.418313
13,0,0.54,10,0,0,1853,0.609017
14,0,0.56,10,0,0.2,1984,0.70916
15,0,0.45,9,9,0.2,1997,1.396227
16,0.1,0.5,9,0,0.1,2000,1.134836
17,0.4,0.28,9,0,-0.1,2000,0.149418
18,0,0.05,10,10,-1,2000,0
19,0,0,9,10,-1.8,2000,0
20,0,0,8,7,-2.6,2000,0
21,0,0,7,0,-3.1,2000,0
22,0,0,4.6667,6,-3.8,2000,0
23,0,0,2.3333,3,-4.3,2000,0
0,0,0,0,0,-4.9,1996,0
1,0,0,0,0,-5.3,1996,0
2,0,0,0,0,-5.6,1980,0
3,0,0,0,0,-5.9,1874,0
4,0,0,0,0,-6.3,1841,0
5,0,0,0,0,-6.6,1737,0
6,0,0,0,0,-7,1915,0
7,0,0,0,0,-7.4,1972,0.004095
8,0,0.01,0,0,-7.5,1948,0.71335
9,0.6,0.23,0,0,-6,1805,2.983878
10,1,0.64,0,0,-2.8,1799,5.768418
11,1,0.95,0,0,-0.8,1830,7.502669
12,1,1.2,0,0,0.2,1869,8.086457
13,1,1.3,0,0,0.9,1988,8.019091
14,1,1.29,0,0,1.6,2000,7.190603
15,1,1.12,0,0,1.5,1987,5.599588
16,1,0.82,0,0,0.6,1957,3.120812
17,1,0.45,0,0,0,1977,0.505884
18,0.5,0.08,0,0,-0.3,2000,0.07928
19,0,0,0,0,-0.7,2000,0.04576
20,0,0,0,0,-1.1,2000,0
21,0,0,0,0,-2.1,1917,0
22,0,0,0,0,-2.9,1871,0
23,0,0,0,0,-3.8,1908,0
0,0,0,0,0,-4.7,1982,0
1,0,0,0,0,-5.5,1973,0
2,0,0,0,0,-6.2,1951,0
3,0,0,0,0,-6.7,1425,0
4,0,0,0,0,-7.1,1705,0
5,0,0,0,0,-7.6,1724,0
6,0,0,3,0,-7.8,1830,0
7,0,0,3,0,-7.9,1909,0.010291
8,0,0.01,7,0,-7.7,1882,0.882913
9,0.6,0.22,3,0,-6.1,1541,3.246053
10,1,0.59,0,0,-2.3,1187,5.801786
11,1,0.91,0,0,-0.4,1317,7.098112
12,1,1.12,0,0,0.4,1283,7.604734
13,1,1.2,0,0,1.4,1662,7.303283
14,1,1.16,0,0,2.9,1499,6.253821
15,1,0.99,0,0,2.6,1687,4.475847
16,1,0.69,0,0,0.8,1968,2.024187
17,1,0.34,0,0,0,1998,0.397839
18,0.2,0.06,0,0,-0.1,1733,0.07928
19,0,0,0,0,-0.5,1666,0.032
20,0,0,0,0,-0.7,1481,0
21,0,0,0,0,-1,1655,0
22,0,0,3,0,-1.7,1523,0
23,0,0,6,4,-2.2,1434,0
0,0,0,9,9,-2.1,1366,0
1,0,0,8.5,8.5,-2.2,1078,0
2,0,0,8,8,-2.8,184,0
3,0,0,9,9,-2.8,346,0
4,0,0,9,9,-2.9,387,0
5,0,0,7,7,-3.7,1521,0
6,0,0,0,0,-4.9,1867,0
7,0,0,0,0,-5.9,1942,0.008809
8,0,0.01,0,0,-6.6,1979,0.780986
9,0.6,0.42,0,0,-6.1,1995,3.503744
10,1,1.09,0,0,-4,1797,6.445956
11,1,1.65,0,0,-1.9,1984,7.93737
12,1,2.04,0,0,-0.5,1930,8.585219
13,1,2.25,0,0,-0.1,1961,8.569133
14,1,2.18,0,0,0.6,2000,7.736124
15,1,1.91,0,0,0.8,1979,6.009162
16,1,1.42,1,1,0,1974,3.420455
17,1,0.53,1,1,-0.8,2000,0.501534
18,0.5,0.15,1,1,-2.3,2000,0.07936
19,0,0,0.6667,0,-4.3,2000,0.06912
20,0,0,0.3333,0,-5.8,2000,0
21,0,0,0,0,-6.9,2000,0
22,0,0,0,0,-7.7,2000,0
23,0,0,0,0,-8.3,2000,0
0,0,0,0,0,-8.8,2000,0
1,0,0,0,0,-9.2,2000,0
2,0,0,0,0,-9.5,2000,0
3,0,0,0,0,-9.9,2000,0
4,0,0,0,0,-10.3,2000,0
5,0,0,0,0,-10.5,1996,0
6,0,0,0,0,-10.8,1917,0
7,0,0,0,0,-11.1,1790,0.013679
8,0,0.02,0,0,-11.1,1507,0.887481
9,0.6,0.38,0,0,-9.4,1415,3.442211
10,1,1.04,0,0,-6,1359,5.784318
11,1,1.57,0,0,-2.7,1436,7.552657
12,1,1.99,0,0,-0.7,1295,8.264202
13,1,2.22,0,0,-0.2,1561,8.260691
14,1,2.17,0,0,0.3,1713,7.53276
15,1,1.89,0,0,0.4,1939,5.937842
16,1,1.4,0,0,0,1979,3.417281
17,1,0.81,0,0,-1.7,1974,0.653495
18,0.5,0.16,0,0,-4,2000,0.07936
19,0,0,0,0,-5.7,2000,0.07952
20,0,0,0,0,-6.9,2000,0.00056
21,0,0,0,0,-7.7,2000,0
22,0,0,0,0,-8.4,2000,0
23,0,0,0,0,-9,2000,0
0,0,0,0,0,-9.4,2000,0
1,0,0,0,0,-10,2000,0
2,0,0,0,0,-10.3,2000,0
3,0,0,0,0,-10.6,2000,0
4,0,0,0,0,-11,2000,0
5,0,0,0,0,-11.1,2000,0
6,0,0,0,0,-11.2,2000,0
7,0,0,0,0,-11.4,2000,0.015915
8,0,0.02,0,0,-11.2,2000,0.98653
9,0.8,0.43,0,0,-9.3,1945,3.900547
10,1,1.14,0,0,-5.5,2000,6.662504
11,1,1.73,0,0,-2.5,1894,8.076677
12,1,2.12,0,0,-0.8,2000,8.685055
13,1,2.29,0,0,0.1,1999,8.587164
14,1,2.23,0,0,0.7,1970,7.658715
15,1,1.94,1,1,0.8,1995,6.000621
16,1,1.44,1,1,-0.1,1985,3.345656
17,1,0.81,0,0,-1.5,2000,0.675753
18,0.5,0.16,0,0,-4.2,2000,0.07936
19,0,0,0,0,-5.9,2000,0.0796
20,0,0,0,0,-7.1,2000,0.00376
21,0,0,0,0,-8,1949,0
22,0,0,0,0,-8.6,1876,0
23,0,0,0,0,-9.1,1794,0
0,0,0,0,0,-9.5,1803,0
1,0,0,0,0,-9.9,2000,0
2,0,0,0,0,-10.3,1981,0
3,0,0,0,0,-10.7,1992,0
4,0,0,0,0,-11,1998,0
5,0,0,0,0,-11.3,2000,0
6,0,0,0,0,-11.5,1991,0
7,0,0,0,0,-11.7,1982,0.017616
8,0,0.02,0,0,-11.7,2000,1.002555
9,0.8,0.45,0,0,-9.8,1984,3.880691
10,1,1.15,0,0,-6.2,1848,6.634771
11,1,1.72,0,0,-2.7,1863,8.160214
12,1,2.09,0,0,-0.7,1858,8.843955
13,1,2.3,0,0,0.3,1904,8.70871
14,1,2.24,0,0,1.2,1986,7.841189
15,1,1.93,0,0,1.1,1936,6.084016
16,1,1.44,0,0,-0.1,2000,3.28639
17,1,0.68,2,2,-1.7,2000,0.707148
18,0.2,0.11,9,9,-3.4,2000,0.07944
19,0,0,6,9,-5.3,2000,0.07952
20,0,0,3,8,-6.8,2000,0.00304
21,0,0,0,0,-8.1,2000,0
22,0,0,0,0,-8.9,1960,0
23,0,0,0,0,-9.6,1860,0
0,0,0,0,0,-10.1,1848,0
1,0,0,0,0,-10.5,1837,0
2,0,0,0,0,-11,1722,0
3,0,0,0,0,-11.3,1885,0
4,0,0,0,0,-11.7,1369,0
5,0,0,0,0,-11.9,1810,0
6,0,0,0,0,-12.3,1873,0
7,0,0,0,0,-12.4,1665,0.019761
8,0,0.02,0,0,-12.2,1598,1.0294
9,0.7,0.43,0,0,-9.7,1523,3.761708
10,1,1.06,3,0,-5.4,1580,6.039659
11,1,1.56,6,0,-2.3,1829,7.293865
12,1,1.97,7,0,-0.2,1964,7.628824
13,1,2.12,5,0,1.5,1937,7.819691
14,1,2.02,8,0,2,1976,7.274225
15,1,1.87,1,0,2.1,1961,5.820852
16,1,1.41,0,0,0.6,1919,3.276579
17,1,0.77,0,0,-0.4,1994,0.68072
18,0.5,0.16,0,0,-1.5,2000,0.07936
19,0,0,0,0,-3.6,2000,0.05304
20,0,0,0,2,-4.8,1994,0
21,0,0,0,0,-5.7,1965,0
22,0,0,0,0,-6.6,1856,0
23,0,0,0,0,-7.4,1839,0
0,0,0,0,0,-7.9,1850,0
1,0,0,0,0,-8.3,1908,0
2,0,0,0,0,-8.7,1750,0
3,0,0,0,0,-8.9,1754,0
4,0,0,0,0,-9.4,1833,0
5,0,0,0,0,-9.7,1678,0
6,0,0,0,0,-9.9,1684,0
7,0,0,0,0,-10,1503,0.023421
8,0,0.02,0,0,-9.8,1508,0.939632
9,0.7,0.4,0,0,-7.5,1482,3.328962
10,1,1.01,0,0,-3.5,1346,5.737407
11,1,1.54,0,0,-0.6,1495,7.179169
12,1,1.9,0,0,0.8,1551,7.862567
13,1,2.11,0,0,3.1,1697,7.735549
14,1,2.09,0,0,4.1,1730,6.906233
15,1,1.81,0,0,3.6,1686,5.369659
16,1,1.3,0,0,1.6,1755,3.03279
17,1,0.72,0,0,0,1788,0.616373
18,0.5,0.15,2,0,-0.5,1999,0.07936
19,0,0,1.3333,0,-1,1558,0.0516
20,0,0,0.6667,0,-2,1593,0
21,0,0,0,0,-3,1596,0
22,0,0,0,0,-4.3,1462,0
23,0,0,0,0,-5.1,1247,0
0,0,0,0,0,-6,1551,0
1,0,0,3,0,-6.4,1432,0
2,0,0,6,0,-6.9,1460,0
3,0,0,9,9,-6.1,1309,0
4,0,0,9,9,-4.9,1343,0
5,0,0,9,9,-4.6,1196,0
6,0,0,9,9,-4.5,1242,0
7,0,0,9,9,-4.3,1258,0.015867
8,0,0.02,9,9,-4.1,1279,0.466625
9,0,0.2,9,9,-2.9,1276,0.832809
10,0,0.32,9,9,-1.5,1192,1.454077
11,0,0.5,9,9,-0.3,1269,2.622345
12,0,0.88,10,10,0.5,1193,2.496415
13,0,0.82,9,9,1.3,1120,3.275877
14,0,1.06,9,9,2.6,1009,4.189907
15,0.5,1.16,8,1,3.9,1037,3.984458
16,1,1.03,8,0,2.2,1183,1.776785
17,0.7,0.47,8,2,0.5,1582,0.301549
18,0,0.1,9,0,-0.2,1327,0
19,0,0,9,7,0,1024,0
20,0,0,9,1,-0.1,842,0
21,0,0,9,9,0,786,0
22,0,0,9.3333,3,-0.2,759,0
23,0,0,9.6667,3,-0.5,689,0
0,0,0,10,10,-0.5,590,0
1,0,0,9.6667,5,-0.4,584,0
2,0,0,9.3333,9,-0.4,584,0
3,0,0,9,9,-0.3,534,0
4,0,0,9,9,-0.3,514,0
5,0,0,9,9,-0.4,484,0
6,0,0,9,9,-0.5,448,0
7,0,0,9,9,-0.6,393,0.007095
8,0,0.01,9,9,-0.5,349,0.474137
9,0,0.17,8,3,-0.1,260,1.995257
10,0.2,0.69,8,3,0.3,270,3.717134
11,0.9,1.12,8,8,1.9,294,5.313759
12,1,1.37,9,3,4.1,354,4.383602
13,0.8,1.42,9,3,4.8,967,5.401683
14,1,1.66,9,0,4.4,1700,5.332337
15,1,1.49,9,0,3.8,1942,3.008084
16,0.4,0.87,9,0,1.3,2000,1.616308
17,0,0.48,9,0,0,2000,0.441868
18,0,0.13,8,3,-0.2,2000,0.0556
19,0,0,5.3333,9,-0.5,2000,0
20,0,0,2.6667,5,-1.3,2000,0
21,0,0,0,0,-2.5,2000,0
22,0,0,0,0,-3.1,2000,0
23,0,0,0,0,-3.9,2000,0
0,0,0,0,0,-4.5,2000,0
1,0,0,0,0,-5.3,2000,0
2,0,0,0,0,-5.9,2000,0
3,0,0,0,0,-6.6,2000,0
4,0,0,0,0,-7.1,1998,0
5,0,0,0,0,-7.6,2000,0
6,0,0,0,0,-8.2,1963,0
7,0,0,0,0,-8.7,1945,0.031989
8,0,0.03,1,1,-8.8,1967,1.051431
9,0.7,0.49,0,0,-6.6,1786,3.89106
10,1,1.16,0,0,-2.7,1827,6.461917
11,1,1.75,1,1,-0.4,1853,7.80263
12,1,2.12,1,1,0.3,1921,8.341898
13,1,2.35,6,6,2.2,1953,6.712708
14,1,1.93,9,3,3.1,1983,4.208376
15,0.9,1.36,9,2,1.9,1987,2.294125
16,0,0.67,9,5,-0.1,2000,0.898629
17,0,0.31,10,6,-0.1,2000,0.322186
18,0,0.09,10,6,-0.4,2000,0.07936
19,0,0,9.3333,4,-1.1,2000,0.01472
20,0,0,8.6667,0,-2.2,2000,0
21,0,0,8,8,-2.5,1984,0
22,0,0,4,4,-4.1,1980,0
23,0,0,2,2,-5.5,1984,0
0,0,0,0,0,-6.5,1982,0
1,0,0,0,0,-7.2,1961,0
2,0,0,0,0,-7.8,2000,0
3,0,0,0,0,-8.3,2000,0
4,0,0,0,0,-8.7,2000,0
5,0,0,0,0,-9.3,2000,0
6,0,0,0,0,-9.6,2000,0
7,0,0,0,0,-9.7,2000,0.034083
8,0,0.03,1,0,-9.5,1998,1.149351
9,0.8,0.49,0,0,-7,1947,4.200448
10,1,1.25,4,1,-2.1,1938,4.226117
11,0.8,1.28,8,3,-1,1976,5.27618
12,0.4,1.43,7,7,0,1874,7.962623
13,1,2.29,2,2,1.1,1961,8.544923
14,1,2.08,2,2,2.6,1824,7.574214
15,1,2.22,8,8,4.4,1933,5.877752
16,1,1.55,7,7,1.9,1815,3.554669
17,1,0.89,2,2,-0.2,1988,0.861988
18,0.7,0.23,0,0,-0.9,2000,0.07954
19,0,0,3,0,-1.9,2000,0.05488
20,0,0,6,6,-1.9,2000,0
21,0,0,9,9,-2.1,1239,0
22,0,0,9,9,-2.5,2000,0
23,0,0,2,2,-3.8,2000,0
0,0,0,9,9,-4.4,1995,0
1,0,0,6,4.5,-5.6,1994,0
2,0,0,3,0,-6.4,2000,0
3,0,0,0,0,-7,1992,0
4,0,0,0,0,-7.4,1978,0
5,0,0,0,0,-7.8,1981,0
6,0,0,0,0,-8.3,1977,0
7,0,0,0,0,-8.6,1946,0.043665
8,0,0.03,0,0,-8.4,1931,1.202355
9,0.8,0.53,0,0,-5.5,1935,3.953333
10,1,1.19,0,0,-1.1,1905,6.175338
11,1,1.73,0,0,0.6,1728,7.558022
12,1,2.11,0,0,2.7,1794,8.222458
13,1,2.28,1,1,6,1854,8.191034
14,1,2.19,3,3,6.6,1908,7.090114
15,1,1.96,6,6,6.3,1950,4.916234
16,1,1.24,6,6,3.5,1973,1.791238
17,0.5,0.39,9,9,1.4,1992,0.2884
18,0,0.07,9,9,0.1,2000,0.0792
19,0,0,9,9,-0.3,1995,0.05768
20,0,0,9,9,0,1981,0
21,0,0,9,9,0,2000,0
22,0,0,6.3333,9,0,2000,0
23,0,0,3.6667,9,-0.1,2000,0
0,0,0,1,1,-0.3,1885,0
1,0,0,1.3333,4,-0.5,1738,0
2,0,0,1.6667,9,-0.3,1680,0
3,0,0,2,2,-0.8,1596,0
4,0,0,0,0,-1.1,1506,0
5,0,0,0,0,-1.3,1519,0
6,0,0,10,1,-0.7,1550,0
7,0,0,9,3,-0.6,1534,0.009834
8,0,0.01,9,1,-0.4,1559,0.396213
9,0,0.18,8,8,-0.1,1483,0.913991
10,0.1,0.56,9,9,0.8,1313,0.663099
11,0,0.52,9,9,1.6,1179,1.49079
12,0,0.42,9,9,2.7,986,3.065203
13,0.4,0.61,8,8,4.8,773,4.807244
14,0.9,1.34,5,5,6.7,675,5.832831
15,1,1.68,3,1,7.9,767,3.82955
16,0.9,1.09,8,1,5.2,1013,1.298707
17,0,0.42,9,0,2.4,1300,0.333202
18,0,0.09,9,0,0.4,1440,0.00848
19,0,0,9,9,-0.7,1417,0
20,0,0,9,9,0,1473,0
21,0,0,9,0,-0.1,1734,0
22,0,0,9,9,-0.2,1436,0
23,0,0,9,9,-0.3,1577,0
0,0,0,9,0,-0.4,1716,0
1,0,0,8.3333,9,-0.5,1999,0
2,0,0,7.6667,4.5,-0.5,2000,0
3,0,0,7,0,-0.9,2000,0
4,0,0,8,0,-1.5,2000,0
5,0,0,8,0,-2,2000,0
6,0,0,1,0,-1.95,2000,0
7,0,0,0,0,-1.9,2000,0.045462
8,0,0,0,0,-1.85,2000,1.276921
9,0,0,1,0,-1.8,1980,4.42853
10,1,1.29,1,0,0,1980,6.615319
11,1,1.84,3,0,1.2,2000,8.045985
12,1,2.28,3,0,3.4,1983,8.248987
13,1,2.3,7,0,5.3,1942,7.91776
14,1,2.29,8,0,7.2,2000,6.906904
15,1,1.97,8,0,7.3,2000,5.304519
16,1,1.45,8,0,5,2000,2.954658
17,1,0.78,8,0,1.1,1990,0.744456
18,0.5,0.2,8,0,-0.1,2000,0.081919
19,0,0,6,0,-0.4,2000,0.06472
20,0,0,4,0,-0.6,2000,0
21,0,0,2,0,-1,2000,0
22,0,0,1.3333,0,-1.7,2000,0
23,0,0,0.6667,0,-2.1,1996,0
0,0,0,0,0,-2.7,1977,0
1,0,0,0.6667,0,-3.1,1943,0
2,0,0,1.3333,0,-3.1,1996,0
3,0,0,2,0,-3.3,1989,0
4,0,0,4,0,-3.5,1944,0
5,0,0,4,0,-3.9,1976,0
6,0,0,0,0,-4.8,1980,0
7,0,0,4,0,-5.3,2000,0.04473
8,0,0.04,6,0,-5.5,2000,1.353133
9,1,0.6,7,0,-3,1923,4.256635
10,1,1.24,7,0,-0.1,1933,5.942607
11,1,1.7,5,0,0.9,1782,6.982135
12,1,2.01,4,0,2.6,1946,7.669476
13,1,2.2,3,0,5.1,1971,7.804923
14,1,2.25,3,0,6.7,1976,6.391529
15,1,1.75,7,0,6.1,2000,4.925444
16,1,1.33,8,0,4.4,1921,2.846263
17,1,0.76,2,0,1.4,1979,0.761107
18,0.7,0.22,0,0,-1.1,1932,0.082613
19,0,0,2,0,-0.2,1939,0.05176
20,0,0,4,7,-0.2,1956,0
21,0,0,6,6,-0.3,1451,0
22,0,0,4,4,-0.6,1204,0
23,0,0,2,0,-1.5,1336,0
0,0,0,0,0,-2.2,1695,0
1,0,0,0,0,-2.7,2000,0
2,0,0,0,0,-3.3,2000,0
3,0,0,0,0,-3.9,2000,0
4,0,0,0,0,-4.5,2000,0
5,0,0,0,0,-5.1,1999,0
6,0,0,0,0,-5.7,2000,0
7,0,0,0,0,-6.3,2000,0.054171
8,0,0.04,0,0,-6.6,1991,1.43367
9,1,0.64,0,0,-4.5,1874,4.571602
10,1,1.34,0,0,-0.6,1908,6.826408
11,1,1.91,0,0,0.5,1957,8.19374
12,1,2.28,0,0,2.1,1998,8.802983
13,1,2.46,1,0,4.6,1938,8.630135
14,1,2.39,1,0,6.2,2000,7.90226
15,1,2.12,0,0,6.5,2000,6.372945
16,1,1.63,0,0,4.4,2000,3.308728
17,1,0.79,7,0,0.2,2000,0.649708
18,0,0.2,8,0,-0.2,2000,0.086976
19,0,0,6.6667,3,-0.5,2000,0.07936
20,0,0,5.3333,2,-1,2000,0.00152
21,0,0,4,0,-1.5,2000,0
22,0,0,3.6667,3,-1.9,2000,0
23,0,0,3.3333,9,-1.9,2000,0
0,0,0,3,0,-2.7,2000,0
1,0,0,4.6667,4,-3.4,2000,0
2,0,0,6.3333,3.5,-3.3,2000,0
3,0,0,8,3,-2.9,2000,0
4,0,0,9,3,-2.9,2000,0
5,0,0,8,5,-3.3,2000,0
6,0,0,5,0,-3.9,2000,0
7,0,0,7,3,-4.6,2000,0.024173
8,0,0.02,8,4,-4.6,2000,0.617898
9,0,0.28,9,6,-2.7,2000,2.149079
10,0.4,0.8,8,0,-0.2,2000,3.261333
11,0.6,1.05,8,0,0.6,1975,5.627485
12,1,1.75,7,0,2.3,1979,6.136976
13,1,1.98,6,0,5.3,2000,6.487514
14,1,1.87,8,0,6.3,1996,4.874585
15,1,1.42,8,0,5.7,1970,3.930695
16,1,1.17,7,0,4.9,1998,2.246409
17,1,0.66,6,0,2.1,1990,0.725875
18,0.2,0.22,5,0,-0.8,2000,0.073144
19,0,0,6,0,-0.3,2000,0
20,0,0,7,0,-0.5,2000,0
21,0,0,8,0,-0.7,1951,0
22,0,0,8.3333,0,-1.2,1981,0
23,0,0,8.6667,1,-1.6,1814,0
0,0,0,9,0,-1.8,1832,0
1,0,0,8.6667,0,-1.8,1805,0
2,0,0,8.3333,6,-1.8,1582,0
3,0,0,8,0,-2.1,1870,0
4,0,0,9,9,-2.6,1907,0
5,0,0,9,9,-2.4,1862,0
6,0,0,9,9,-1.8,1651,0
7,0,0,9,9,-1.6,1820,0.066485
8,0,0.05,7,1,-2.6,1800,1.179571
9,0.9,0.52,4,0,-0.8,1596,3.671187
10,1,1.17,2,0,0.8,1230,5.872517
11,1,1.77,8,0,3.7,1091,4.586107
12,0.6,1.38,9,0,4.5,1131,3.037021
13,0,1.03,9,0,5.4,1097,3.217366
14,0,1.1,9,0,6.7,1087,3.646813
15,0.3,1.2,8,0,7.6,991,3.277994
16,0.8,1.1,8,0,6.6,1117,1.759869
17,0.2,0.57,9,0,3.7,1073,0.531007
18,0,0.19,8,0,1,938,0.041512
19,0,0,6.3333,0,-0.9,728,0
20,0,0,4.6667,0,-0.3,661,0
21,0,0,3,0,-0.5,604,0
22,0,0,2,2,-0.8,525,0
23,0,0,1,0,-1.2,465,0
0,0,0,0,0,-1.4,394,0
1,0,0,0,0,-1.7,402,0
2,0,0,0,0,-2,421,0
3,0,0,0,0,-2.4,392,0
4,0,0,0,0,-2.7,368,0
5,0,0,0,0,-3.1,375,0
6,0,0,0,0,-3.1,381,0
7,0,0,1,0,-3.3,527,0.098299
8,0,0.06,1,0,-3.1,610,1.220243
9,0.9,0.54,2,0,-1.2,709,3.250125
10,1,1.13,0,0,0.5,1184,5.243185
11,1,1.71,0,0,2.7,1265,6.489432
12,1,2.03,3,0,5.6,1785,7.075367
13,1,2.21,3,0,7.5,1812,6.869209
14,1,2.12,5,0,9,1866,5.925909
15,1,1.82,7,0,8.9,1940,4.023484
16,1,1.2,7,0,6,2000,1.822518
17,0.4,0.58,9,0,2.4,2000,0.482469
18,0,0.16,10,0,0.1,2000,0.0792
19,0,0,10,9,-0.1,2000,0.03496
20,0,0,10,9,-0.3,2000,0
21,0,0,10,0,-0.5,2000,0
22,0,0,9.3333,9,-0.8,2000,0
23,0,0,8.6667,9,-1.4,2000,0
0,0,0,8,0,-1.8,1990,0
1,0,0,5.3333,7,-2.4,1970,0
2,0,0,2.6667,3.5,-3.1,1931,0
3,0,0,0,0,-3.7,1977,0
4,0,0,0,0,-4.1,2000,0
5,0,0,0,0,-4.4,2000,0
6,0,0,0,0,-4.6,2000,0
7,0,0,0,0,-4.9,1980,0.073872
8,0,0.06,4,0,-4.8,1955,1.40771
9,1,0.63,2,0,-2.4,1904,3.882385
10,1,1.17,5,0,0,1913,4.939955
11,1,1.57,6,0,1.8,1907,6.582741
12,1,1.99,8,0,4.5,1824,6.906474
13,1,2.14,7,0,6.5,2000,8.157498
14,1,2.49,2,0,8.7,1985,7.511719
15,1,2.21,3,0,8.9,1995,6.077201
16,1,1.71,3,0,6.9,2000,3.803287
17,1,1,1,0,2.5,2000,1.156106
18,0.8,0.31,0,0,-0.2,2000,0.094049
19,0,0,0,0,-0.6,2000,0.0636
20,0,0,0,0,-1.2,2000,0
21,0,0,0,0,-1.9,2000,0
22,0,0,0,0.5,-2.4,2000,0
23,0,0,0,1,-2.7,2000,0
0,0,0,0,0,-3,2000,0
1,0,0,3,9,-2.9,2000,0
2,0,0,6,4,-3.5,1985,0
3,0,0,9,9,-2.6,1995,0
4,0,0,9,9,-2.7,2000,0
5,0,0,8,8,-3.1,1984,0
6,0,0,0,0,-4.3,1996,0
7,0,0,0,0,-4.9,1891,0.085476
8,0,0.07,1,1,-4.4,1473,1.277583
9,1,0.58,1,1,-1.6,1654,3.511934
10,1,1.16,0,0,0.6,1826,4.675406
11,0.8,1.45,8,8,2.8,1761,6.20792
